project_id,latitude,longitude,neighbourhood_cleansed,price,room_type,accommodates,bedrooms,beds,host_is_superhost,number_of_reviews,reviews_per_month,review_scores_rating,minimum_nights,availability_365,amenities_count,bathrooms,NEAR_DIST,House_Buffer_metro_500Join,House_Buffer_metro_100Join,House_Buffer_bus_500Join,House_Buffer_bus_100Join,count_shop_500m,count_rest_500m,count_commercial_500m,dist_to_beach,dist_to_park,dist_to_water,dist_to_tour
1,22.28418,114.15431,Central & Western,1310,Entire home/apt,6,2,3,0,316,1.82,4.47,12,348,20,1,1210.4023773162514,0,0,146,1,51,386,437,3642.3790738380894,90.30938810050264,172.41471236679487,282.4956579679449
2,22.28228,114.14923,Central & Western,800,Entire home/apt,2,1,1,1,229,1.35,4.9,5,23,36,1,763.4938943736446,0,0,34,5,35,216,251,3078.6801563753534,93.42185649799566,239.45417159007985,528.2416321362324
4,22.28376,114.15313,Central & Western,991,Entire home/apt,2,1,1,0,19,0.11,4.88,30,365,7,1,1096.593165134304,0,0,148,1,57,402,459,3512.397542931711,42.31934026279733,177.97659311027184,261.00950375425657
6,22.271842741003255,114.00395029676515,Islands,360,Private room,1,1,1,0,2,0.64,5,2,89,51,1,6730.777843787448,0,0,0,0,0,1,1,561.8380389970454,760.7158646732621,709.2805838278707,4061.700526026199
7,22.28543,114.1489,Central & Western,1052,Entire home/apt,4,1,2,1,313,1.94,4.71,1,277,50,1,644.8729306151812,0,0,90,3,36,160,196,3209.952974040632,66.33003084191549,144.82362400101616,367.7307336466268
8,22.28113,114.18416,Wan Chai,648,Entire home/apt,2,1,1,0,10,0.12,5,30,255,22,1,809.4727426811621,0,0,120,6,48,243,291,4051.732317568682,271.2451321055332,375.73336982416026,279.3891516994713
9,22.27825,114.17699,Wan Chai,186,Shared room,8,1,8,0,210,1.74,4.52,1,365,44,1,395.80404700707106,1,0,163,10,57,257,314,3868.3309469053943,65.22809782198973,275.4636039891891,739.7118507276209
10,22.27917,114.18577,Wan Chai,410,Entire home/apt,2,1,1,0,11,0.07,5,90,232,16,1,720.9265953317325,0,0,133,14,48,220,268,3825.068405396775,267.2971185310682,602.5345355613272,75.59932503022615
11,22.2782412,114.1769881,Wan Chai,186,Shared room,8,1,8,0,29,0.18,4.52,1,365,44,1,396.65491552987373,1,0,163,10,57,257,314,3867.447592662712,64.32901174763172,276.4311794974829,740.4974090376103
12,22.25382,113.86251,Islands,2115,Hotel room,5,1,4,0,15,0.12,4.8,1,11,16,1,9025.243533108807,0,0,3,0,1,20,21,670.4842828630542,95.40621451005406,395.4655835281924,4381.076088310359
13,22.2856,114.1428,Central & Western,664,Entire home/apt,3,0,1,0,2,0.01,5,2,133,14,1,24.47104188076268,1,1,63,0,31,90,121,2599.8525674122066,160.4417773728523,407.7810777268568,991.597471064205
14,22.2554,113.86194,Islands,1376,Hotel room,3,1,1,0,46,0.33,4.74,1,84,15,1,9003.925898869858,0,0,2,0,1,20,21,496.8886975318016,266.16627342761376,375.12579779621,4442.643458446183
15,22.25575,113.86351,Islands,967,Hotel room,3,1,2,0,30,0.21,4.83,1,72,16,1,8840.714082276803,0,0,2,0,1,20,21,472.4464116050533,332.2965217003246,341.6339695930037,4282.5330098254135
17,22.31807,114.17081,Yau Tsim Mong,215,Private room,2,1,2,0,16,0.1,4.13,28,168,20,1,752.7574686269148,0,0,140,0,70,221,291,2473.3011461699466,140.73352019779412,582.6246927534482,24.946535448662125
18,22.31805,114.17074,Yau Tsim Mong,250,Private room,4,1,2,0,4,0.03,4.67,28,274,5,1,752.3993895104777,0,0,140,0,70,222,292,2466.4969394204954,144.97587495821875,581.5849870626413,26.087062333831632
19,22.31828,114.17047,Yau Tsim Mong,205,Private room,2,1,1,0,21,0.14,4.62,28,145,19,1,719.3223296909756,0,0,139,8,71,226,297,2435.288096667722,182.57806193017348,547.0382969850082,63.37915800176175
20,22.31792,114.17042,Yau Tsim Mong,172,Private room,1,1,1,0,45,0.29,4.29,28,311,17,1,755.8132933376041,0,0,147,11,73,220,293,2436.112871121152,165.408496419168,582.0467262800169,48.129780931378754
23,22.21433,114.02804,Islands,1494,Entire home/apt,4,2,2,0,7,0.05,4.5,3,311,11,1,12191.190241428892,0,0,0,0,0,6,6,443.1985589292094,249.663752634116,538.4092542968822,10278.026531866482
24,22.27993,114.15088,Central & Western,1000,Entire home/apt,2,0,2,1,53,0.35,4.81,7,291,40,1,1045.1101642176109,0,0,36,3,22,212,234,3140.1930389402005,15.8934482654806,96.48519036250674,473.15572891033366
26,22.27742,114.18156,Wan Chai,800,Entire home/apt,3,1,1,1,120,0.83,4.59,1,60,36,1,762.6497139467187,0,0,146,9,52,271,323,3675.7402646305513,171.37304605839864,477.2742477957428,548.0916917567616
29,22.307896,114.166949,Yau Tsim Mong,504,Entire home/apt,2,1,1,0,45,0.29,4.33,1,311,15,1,406.9119319402674,1,0,93,4,43,132,175,2533.919480820764,109.30073418484258,712.8783743318662,342.30412157551746
30,22.32514,114.17712,Kowloon City,217,Private room,1,1,1,0,2,0.01,4,30,363,3,1,911.6728669592618,0,0,39,3,1,1,2,3119.428280110908,366.0998095102218,935.4550130594712,349.9269942060905
31,22.31318,114.16845,Yau Tsim Mong,180,Entire home/apt,2,1,1,0,1,0.01,5,30,276,5,1,1008.6028774970256,0,0,83,5,47,132,179,2382.2619606617536,131.4872740087627,1067.992195054296,122.3573552697507
32,22.31453,114.16863,Yau Tsim Mong,180,Private room,1,1,1,0,0,0,0,30,364,5,1,1099.5289173055646,0,0,105,0,59,172,231,2347.034647647148,64.14490818472876,918.819802245512,272.9910720223989
33,22.31006,114.17138,Yau Tsim Mong,140,Private room,1,1,1,0,0,0,0,31,363,5,1,811.4267598849297,0,0,93,11,42,129,171,2800.3932783768096,70.47089352235014,990.1938268680502,360.1761146540619
34,22.31188,114.17065,Yau Tsim Mong,180,Private room,1,1,1,0,2,0.01,4.5,29,364,3,1,943.7064199924424,0,0,87,14,35,123,158,2647.077287288101,120.07418076802512,1182.7533227723725,244.1234479980465
35,22.32257,114.17058,Yau Tsim Mong,971,Entire home/apt,5,2,3,1,493,3.22,4.76,3,270,54,1,314.0895286263735,1,0,139,1,53,150,203,2426.1937783038443,227.66496458521675,227.58921897222808,89.80332925953958
36,22.28457,114.15375,Central & Western,860,Entire home/apt,4,2,2,0,113,0.74,4.74,4,199,42,1,1148.6873484773766,0,0,148,2,54,382,436,3607.945051905466,70.90927515147084,103.33907868445829,211.69910753284444
37,22.28324,114.15418,Central & Western,501,Private room,1,1,1,0,9,0.06,5,6,9,25,1,1213.5915914648715,0,0,152,1,51,395,446,3588.675012648791,111.54961980972966,255.0635741873131,292.7701490580791
38,22.28526,114.14737,Central & Western,721,Entire home/apt,2,1,1,0,49,0.32,4.6,2,328,16,1,487.58380649062633,1,0,86,1,34,109,143,3055.565112913429,96.18587410828054,99.09196549513148,526.3249212190049
39,22.31721,114.1685,Yau Tsim Mong,852,Private room,7,1,5,0,1,0.01,3,28,364,4,2,802.4998681589836,0,0,134,2,70,216,286,2255.6673607662115,245.52628379696503,621.819670820657,252.9362824419444
40,22.28272,114.15307,Central & Western,646,Entire home/apt,3,0,2,0,184,1.21,4.59,5,72,19,1,1115.873401511934,0,0,124,1,54,395,449,3460.9298518317883,74.39016746569223,288.8567966714702,315.3611039885324
42,22.28589,114.15149,Central & Western,600,Private room,1,1,1,0,66,0.44,4.81,1,364,6,1,913.1747439828576,0,0,119,2,48,276,324,3466.997134899116,217.5880537219372,187.9736338757289,96.0542383150349
43,22.27904,114.18033,Wan Chai,180,Private room,1,1,1,0,1,0.01,5,30,364,5,1,556.6917360330397,0,0,147,10,58,286,344,3874.346518557631,168.26154816451475,287.3999912756168,556.1821966809196
44,22.27761,114.17335,Wan Chai,180,Private room,1,1,1,0,1,0.01,2,31,364,3,1,504.61745070119787,0,0,158,27,59,333,392,3921.549948098832,174.94838260590362,302.52176358140986,734.6089394610888
45,22.29549,114.02187,Islands,1858,Entire home/apt,6,3,3,0,0,0,0,30,364,5,2,8323.879382824563,0,0,36,3,2,2,4,261.8683103552199,627.9633083726366,589.2960811596937,1334.6802729204608
46,22.27841,114.17121,Wan Chai,180,Private room,2,1,1,0,0,0,0,30,364,4,1,582.1812298335601,0,0,127,15,40,267,307,4088.409906993046,178.70135372208827,282.521254316604,697.4240657440279
47,22.29288,114.01123,Islands,3791,Entire home/apt,8,3,4,0,4,0.03,4,30,364,16,2,7209.967400281689,0,0,10,0,0,0,0,740.7513778003637,537.782258992911,573.6778749698514,1615.339779976413
48,22.28905,114.19639,Eastern,206,Private room,1,1,1,0,0,0,0,30,364,6,1,357.1174332013023,2,0,88,1,33,78,111,3952.503470188312,85.82318640689117,325.5224426212643,277.92058193710614
49,22.27655,114.18077,Wan Chai,180,Private room,1,1,1,0,0,0,0,29,363,5,1,767.1358666805315,0,0,112,15,44,237,281,3594.994659346875,163.02147528365091,490.6080009765877,665.679877144689
50,22.29925,114.17537,Yau Tsim Mong,180,Private room,1,1,1,0,0,0,0,60,364,7,1,409.6508975262993,1,0,88,5,55,301,356,3808.049251718111,318.8616835675021,92.64777939993152,606.6534692065602
51,22.28122,114.15135,Central & Western,703,Entire home/apt,2,1,1,1,204,1.36,4.64,3,181,34,1,1011.479599170366,0,0,46,4,38,335,373,3234.6062726646014,108.20261513496224,45.9772967415347,416.0770139874365
53,22.31585,114.16888,Yau Tsim Mong,310,Private room,2,0,2,0,127,0.94,4.54,2,87,17,0,954.6998632568765,0,0,121,2,63,198,261,2328.897874701504,135.1515486901786,773.9736102011537,283.5302887829641
55,22.2845,114.12888,Central & Western,180,Private room,1,1,1,0,0,0,0,30,363,6,1,366.2576745411943,1,0,55,5,31,90,121,1185.3321472335497,87.11575361715663,215.336770395966,486.389304523608
56,22.33247,114.16271,Sham Shui Po,217,Private room,2,1,2,0,0,0,0,30,364,3,1,753.9511901000807,0,0,122,3,53,197,250,1931.305471514813,137.85729004530688,458.2953106671632,258.1700852392745
57,22.3323,114.16243,Sham Shui Po,180,Private room,1,1,1,0,0,0,0,30,364,5,1,737.1289757621665,0,0,123,3,51,197,248,1896.8619610303904,171.61303095929398,425.76502221773154,232.375274229762
58,22.31447,114.17082,Yau Tsim Mong,160,Private room,1,1,1,0,0,0,0,29,363,3,1,1135.6876889295247,0,0,96,16,54,173,227,2563.6244190704992,165.08535387033646,958.4589185734196,342.6538774630808
60,22.21892,114.21369,Southern,600,Entire home/apt,3,1,1,0,35,0.25,4.54,7,50,35,1,5587.363981928653,0,0,21,7,7,10,17,171.06823485126236,68.57111678956606,527.2089821625057,4477.922612528558
61,22.27886,114.18619,Wan Chai,419,Entire home/apt,2,1,1,0,2,0.25,4.5,60,102,7,1,701.1176596318044,0,0,133,4,47,211,258,3789.235963195366,251.33409488199308,656.749650279899,84.69313264555998
62,22.31214,114.17227,Yau Tsim Mong,620,Private room,1,1,2,0,0,0,0,30,364,4,1,1052.274162178232,0,0,84,0,34,122,156,2790.402620694565,172.8119998834804,1232.9738874505067,410.0270344734256
64,22.28934,114.21915,Eastern,5000,Entire home/apt,6,3,3,0,0,0,0,30,357,26,2,596.805971314585,0,0,12,0,4,20,24,1776.0514508922945,258.67083873182776,589.2653174550516,2223.3206834893776
65,22.31343,114.1703319,Yau Tsim Mong,1593,Entire home/apt,5,2,2,0,23,1.35,4.78,3,306,41,2,1088.2795365131744,0,0,90,12,48,150,198,2552.978011737999,178.36311121085657,1059.3940633310658,257.6901394162731
66,22.48134,114.05844,Yuen Long,651,Private room,4,1,3,0,3,0.09,2.67,1,363,28,1.5,7490.135431160693,0,0,3,1,0,0,0,10733.393688576454,616.8300102388149,90.62097712633393,4731.919418351481
67,22.28115,114.15777,Central & Western,230,Private room,2,1,1,0,2,0.01,4.5,30,364,13,1,1629.5885781466427,0,0,141,10,30,238,268,3857.015044535151,225.599643063914,188.2756321108193,189.88309898129933
68,22.28323,114.14365,Central & Western,1150,Entire home/apt,4,2,2,0,0,0,0,90,358,44,1,265.30108621814543,1,0,42,6,16,64,80,2620.930417709522,56.701560273076254,134.4692911408376,954.3188560647486
69,22.28853,114.19887,Eastern,206,Private room,1,1,1,0,1,0.01,2,30,364,4,1,327.22782624058226,1,0,106,2,32,63,95,3722.679255287663,38.06318743327088,408.5528449219808,326.2032057647725
71,22.29376,114.02168,Islands,1793,Entire home/apt,8,3,3,0,63,0.44,4.65,14,253,35,2,8290.663695633699,0,0,36,1,0,0,0,259.9328291224821,547.4257528114513,509.7568320548664,1505.5673796141616
73,22.27705,114.17593,Wan Chai,180,Private room,1,1,1,0,0,0,0,30,364,3,1,505.9095480029517,0,0,152,7,59,316,375,3773.164340413463,64.76711608822136,147.0161590095172,825.1136854402978
74,22.28608,114.1912,Wan Chai,1451,Entire home/apt,6,2,4,1,54,0.38,4.62,28,179,60,1,272.8965584638872,2,0,52,2,23,84,107,4557.942148384249,97.16001211914356,565.4578588834652,874.547196600013
75,22.28522,114.13643,Central & Western,180,Private room,2,1,1,0,1,0.01,5,30,364,4,1,167.4387759946648,1,0,52,0,30,91,121,1951.4367383063848,194.62893742149495,337.6047896319046,556.5435024224089
76,22.32238,114.17041,Yau Tsim Mong,952,Entire home/apt,5,2,3,1,455,3.26,4.85,3,225,53,1,316.16699050555013,1,0,140,1,56,152,208,2407.6328252911007,214.95469995118805,214.0583212273008,89.20641407324668
78,22.28942,114.19454,Eastern,160,Private room,2,1,1,0,1,0.01,5,30,363,14,1,241.2869763829982,1,0,62,14,31,72,103,4126.912502848735,111.01177567059575,157.3540208336621,381.6663930341317
79,22.29182,114.20248,Eastern,900,Private room,1,1,1,0,0,0,0,5,357,7,1,204.53581965479128,1,0,92,16,20,49,69,3269.488109323614,115.6346973261052,431.1396862996479,499.2039954796958
80,22.3223,114.17032,Yau Tsim Mong,1265,Entire home/apt,7,3,7,1,296,2.69,4.89,2,239,56,2,316.4938522730191,1,0,142,1,56,152,208,2397.972045637045,208.2645000661266,207.35008119618945,90.35110834331658
81,22.28547,114.21686,Eastern,180,Private room,1,1,1,0,0,0,0,30,364,5,1,107.64396834868008,1,0,45,10,18,54,72,2222.7643702658443,193.64836715235228,254.1499910594908,2078.465222318203
82,22.31338,114.1677,Yau Tsim Mong,630,Entire home/apt,4,2,4,1,412,2.94,4.82,2,273,27,1,1018.9083220095079,0,0,78,1,46,123,169,2302.389424783792,57.64287538695327,1048.2254141913882,155.79227729341278
83,22.33856,114.21525,Wong Tai Sin,180,Private room,1,1,2,0,1,0.01,4,30,364,4,1,2886.798743644539,0,0,1,0,0,0,0,4833.433189690223,210.70617894169615,244.90866709728007,3551.929977631336
84,22.27798,114.18068,Wan Chai,180,Private room,1,1,1,0,0,0,0,30,364,6,1,652.9768646248467,0,0,141,8,56,289,345,3752.346676962888,107.6021664889798,404.0644878504341,609.4707961003168
85,22.27822,114.18253,Wan Chai,217,Private room,2,1,1,0,0,0,0,30,364,3,1,798.8531492853828,0,0,144,3,58,273,331,3748.835878294869,207.831881490007,428.7560083860456,420.6783909871708
86,22.2781,114.18333,Wan Chai,180,Private room,1,1,1,0,0,0,0,30,364,2,1,878.2776584960864,0,0,147,6,54,263,317,3725.746134704743,177.69853746372456,484.1704053338626,351.45296729618354
87,22.28102,114.18248,Wan Chai,180,Private room,1,1,1,0,1,0.01,2,30,364,3,1,702.8867312445727,0,0,127,8,51,250,301,4057.06027298374,225.84023661950567,209.61507929015,383.4137781285231
88,22.27675,114.18003,Wan Chai,180,Private room,1,1,1,0,0,0,0,30,363,8,1,700.07691286799,0,0,121,11,44,240,284,3631.6842489686182,103.8313833860894,421.2809774346551,722.331234087977
89,22.26772,114.1871,Wan Chai,680,Private room,1,2,1,0,10,0.08,4.6,1,265,19,2,1686.6921791392958,0,0,24,2,10,25,35,2554.053895356308,109.4287086844424,204.2881422410995,1319.4894140207246
90,22.27655,114.15612,Central & Western,2560,Entire home/apt,5,1,4,1,73,0.64,4.95,20,126,64,1,1702.1089402394632,0,0,36,1,4,49,53,3568.8609224506727,201.45978995490327,157.2565020484612,269.81590727976067
91,22.29767,114.17158,Yau Tsim Mong,1210,Private room,2,1,1,0,15,0.12,4.33,1,0,9,1,428.98769319679775,1,0,97,6,57,279,336,3641.931873888171,225.32662071611605,149.7220804969268,314.42463637407417
92,22.29588,114.17171,Yau Tsim Mong,968,Private room,2,1,1,0,40,0.3,4.43,1,0,7,1,348.2496772350436,1,0,89,12,52,239,291,3796.185016409535,117.13430607539112,110.40288755771348,182.4684472487199
93,22.28008,114.18609,Wan Chai,408,Entire home/apt,2,0,1,0,6,0.04,4.5,60,364,28,1,647.9568513883104,0,0,130,15,46,213,259,3924.583299338851,334.7797170917275,595.7452931787253,57.085753324411
96,22.27859,114.18473,Wan Chai,359,Entire home/apt,2,0,1,0,44,0.32,4.3,30,333,28,1,845.7825241824582,0,0,137,3,51,243,294,3766.863787233197,195.9014662218811,546.2314732321508,199.88311390970864
97,22.27993,114.18438,Wan Chai,505,Entire home/apt,2,0,2,0,28,0.2,4.14,30,364,28,1,819.1029920254789,0,0,135,24,54,251,305,3917.488596295969,348.43495046672507,436.8410716274021,203.6946544551464
99,22.28469,114.15372,Central & Western,180,Private room,2,1,1,0,2,0.01,4,30,363,4,1,1144.5719818179819,0,0,146,2,54,377,431,3610.820093758153,82.06118269924784,90.50502309544255,199.70427247785048
100,22.27839,114.15166,Central & Western,180,Private room,1,1,1,0,1,0.01,5,31,364,2,1,1213.3365115892602,0,0,26,0,14,144,158,3166.3792982900864,194.0548210051616,272.9071005833579,468.3670108097527
101,22.28392,114.1487,Central & Western,180,Private room,1,1,1,0,0,0,0,30,364,3,1,646.4055356886768,0,0,63,1,37,190,227,3110.2055585135854,76.8165590933079,262.9341987689788,447.6447796711075
103,22.29609,114.17031,Yau Tsim Mong,1430,Private room,2,1,1,0,0,0,0,1,227,8,1,494.20257469465525,1,0,77,5,48,201,249,3683.551430103806,36.95318483886627,203.80309510191825,98.19314841813735
106,22.27834,114.17328,Wan Chai,180,Private room,1,1,1,0,0,0,0,30,364,4,1,439.3585999453065,1,0,161,21,59,329,388,3999.476976710127,250.66619319857452,341.07754262297664,654.4929517802052
107,22.28807,114.20923,Eastern,174,Private room,1,1,1,0,0,0,0,30,364,11,1,823.8595636011122,0,0,47,2,12,37,49,2739.9349706590783,312.92917792942154,310.77391473446244,1242.1021287437293
108,22.28339,114.19076,Wan Chai,180,Private room,2,1,1,0,1,0.01,2,30,364,3,1,171.49849612914286,1,0,71,3,20,77,97,4304.135893233646,229.3823149442164,856.3757412643598,619.2947330217497
109,22.27747,114.17818,Wan Chai,1200,Entire home/apt,5,3,4,0,263,1.91,4.77,3,198,41,2,525.7089755334823,0,0,144,7,48,241,289,3752.816543203372,158.0612129678201,288.80153034532896,773.1514274834745
110,22.31794,114.17207,Yau Tsim Mong,1368,Entire home/apt,7,2,4,0,20,0.15,4.35,2,277,27,1,819.239701099808,0,0,141,0,66,214,280,2603.8271483156964,79.12946381471585,660.6491406363184,70.79851524675459
111,22.28731,114.13867,Central & Western,180,Private room,2,1,2,0,0,0,0,30,363,7,1,459.0279493498664,2,0,48,6,36,102,138,2239.980905724117,195.84490882624792,501.3069447338552,704.485793255856
112,22.28241,114.14988,Central & Western,1100,Entire home/apt,2,0,1,0,6,0.05,4.67,4,340,8,1,817.6253271912377,0,0,41,7,40,270,310,3145.6212824753084,96.81544429216667,203.4397946627099,477.371511051914
113,22.38455,114.1877,Sha Tin,1550,Entire home/apt,6,3,4,1,5,0.04,4.6,28,145,48,3,2357.9221029355485,0,0,32,0,12,22,34,6794.592386063235,50.86950297627685,514.2756497740995,4108.384718830723
114,22.27788,114.1763,Wan Chai,400,Private room,2,1,1,1,37,0.28,4.54,28,297,16,1,418.1532491430205,1,0,164,14,63,284,347,3849.258880219362,34.38302935780533,238.9442175980396,749.221332689709
115,22.27783,114.17478,Wan Chai,567,Private room,2,0,1,1,78,0.58,4.64,21,214,23,1,429.28727363073466,1,0,161,19,61,339,400,3892.9850880717777,179.30808070779398,268.8936182072389,716.0758046015608
116,22.27803,114.17808,Wan Chai,500,Private room,2,0,1,1,45,0.33,4.56,21,312,13,1,467.04410195486093,1,0,157,12,50,249,299,3815.43882465542,153.64955222260662,323.33462596026976,718.7761256703668
117,22.29311,114.27338,Sai Kung,450,Private room,2,1,1,1,37,0.29,4.84,28,0,39,1,548.6165816210723,0,0,22,0,1,1,2,1625.6022438322566,242.2700232041464,382.8128316778835,4775.22617938432
119,22.2774,114.16943,Wan Chai,217,Private room,1,1,1,0,0,0,0,60,363,1,1,796.1235533882801,0,0,125,13,39,251,290,4066.09182376489,53.49411574690268,194.5146023876345,880.0188187994211
121,22.28394,114.19254,Wan Chai,1200,Entire home/apt,5,2,4,1,67,0.5,4.75,29,356,63,1,195.00168719868503,2,0,72,8,25,79,104,4383.710620163464,161.65527456822778,749.2919140021435,799.6382435098446
123,22.31782,114.16945,Yau Tsim Mong,295,Private room,2,0,2,0,23,0.18,4.35,2,87,17,0,744.156080242713,0,0,136,20,72,220,292,2339.292416151476,255.7818059541672,564.8636010636199,147.5765094076132
124,22.4155,113.98068,Tuen Mun,480,Private room,1,1,1,0,0,0,0,28,89,11,1,11086.854997488825,0,0,46,3,8,12,20,4027.103261334232,455.6522182661489,189.76831088629385,4520.984987473213
125,22.29287,114.2731,Sai Kung,1250,Entire home/apt,8,3,4,1,25,0.19,4.56,28,0,34,2,537.9694524574023,0,0,19,0,1,1,2,1642.813944065695,228.63067850651595,387.1650545809483,4766.146104367831
126,22.27902,114.18248,Wan Chai,250,Private room,1,1,1,0,1,0.01,3,31,364,2,1,756.4392726301155,0,0,146,14,59,286,345,3837.34229847131,292.8325818345193,350.3746889100794,401.902065970824
127,22.28922,114.19866,Eastern,874,Entire home/apt,4,1,2,0,140,1.03,4.5,3,39,44,1,285.5203391154069,1,0,106,0,35,71,106,3721.9651922334224,102.26283440822186,469.983349590238,247.4428932610817
128,22.31664,114.16859,Yau Tsim Mong,310,Private room,2,1,1,0,16,0.12,4.19,2,86,17,0,865.8680740711602,0,0,135,2,69,201,270,2278.4093874187383,193.88600327260556,685.1475454891373,261.42747633245745
129,22.31686,114.16892,Yau Tsim Mong,399,Private room,3,0,2,0,98,0.73,4.48,2,82,15,0,843.4059995364889,0,0,132,7,69,209,278,2306.120937196857,233.2928432198436,662.7404018376448,220.79856567672564
130,22.3174,114.16884,Yau Tsim Mong,310,Private room,2,0,2,0,94,0.71,4.69,2,77,16,0,783.1663404594118,0,0,137,7,70,219,289,2285.8372675398973,279.6021975337813,602.4757112858588,215.62520996881503
131,22.31574,114.17059,Yau Tsim Mong,379,Private room,3,0,2,0,57,0.42,4.68,2,80,17,0,993.401311323671,0,0,122,12,63,206,269,2502.3472140439344,182.95552173638052,816.6396809342888,204.78683140130133
132,22.28602,114.142,Central & Western,545,Private room,1,2,2,1,24,0.18,4.71,2,45,35,1,92.64658021090601,1,1,62,0,31,92,123,2529.712534698028,153.88097604786273,477.1643066554349,1065.2013611441998
133,22.31302,114.17188,Yau Tsim Mong,1900,Entire home/apt,10,3,6,0,169,1.25,4.42,1,348,10,1,1114.4663963735516,0,0,92,6,41,136,177,2718.392908845411,214.15462873936343,1143.75256315952,384.01803048474665
134,22.27772,114.17856,Wan Chai,180,Private room,1,1,1,0,0,0,0,31,364,3,1,522.8489778215211,0,0,143,8,49,241,290,3770.0953171794463,118.1718331273191,336.49109955111425,734.5089966277208
136,22.29059,114.19828,Eastern,206,Private room,1,1,1,0,0,0,0,31,364,4,1,257.3051137599639,1,0,107,10,32,73,105,3721.8604749351102,176.69481371444715,470.1747390623231,96.77490784468756
137,22.28235,114.15248,Central & Western,180,Private room,1,1,1,0,0,0,0,31,364,4,1,1069.8156175249371,0,0,100,1,53,389,442,3389.086424160534,121.59565065341178,216.90367764034696,341.361781023688
138,22.28806,114.14981,Central & Western,180,Private room,2,1,1,0,0,0,0,31,363,5,1,793.7943323543102,0,0,80,18,27,110,137,3365.1913711428383,117.23058177390968,307.43685664017545,350.55913970457846
139,22.27927,114.17396,Wan Chai,180,Private room,1,1,1,0,0,0,0,30,364,5,1,314.7934415868014,1,0,149,4,56,308,364,4071.517240000222,319.69209361472195,312.9234487457775,549.6339250584992
140,22.2806,114.15657,Central & Western,180,Private room,2,1,1,0,0,0,0,31,363,1,1,1531.9177669137564,0,0,131,2,34,293,327,3720.843044899872,230.2750007705159,294.7137187236694,104.14918419180496
141,22.29025,114.21014,Eastern,180,Private room,1,1,1,0,1,0.01,5,31,364,3,1,890.1024119456691,0,0,47,6,8,33,41,2560.9467619862367,86.80032463101603,441.7525367985167,1289.5022952794295
143,22.28041,114.15046,Central & Western,180,Private room,1,1,1,0,1,0.01,4,31,364,3,1,979.1132050448707,0,0,41,3,22,204,226,3117.184476909052,22.84420932855976,73.47868039045828,507.8532915882651
144,22.27646,114.17873,Wan Chai,900,Entire home/apt,3,1,2,1,17,0.13,4.88,1,166,21,1,651.009385268235,0,0,118,0,42,211,253,3630.4545282801664,140.1668075789511,283.6392762015933,857.3283399342689
145,22.28491,114.19037,Wan Chai,180,Private room,1,1,1,0,0,0,0,30,364,7,1,332.3092244702859,2,0,54,0,20,76,96,4468.847115051472,252.40737430381995,720.0100939849744,719.3744545791643
146,22.28475,114.13165,Central & Western,217,Entire home/apt,1,1,1,0,0,0,0,31,364,5,1,406.59346017511297,1,0,58,5,29,81,110,1463.9570609502528,146.88994010402283,482.55157708098335,349.8835188007532
147,22.30961,114.17227,Yau Tsim Mong,180,Private room,2,1,1,0,1,0.01,3,31,363,5,1,833.8681218687246,0,0,83,2,38,124,162,2904.700933351439,173.50638029630292,959.7701715693846,361.3898543751679
148,22.38395,114.18673,Sha Tin,400,Private room,1,1,1,1,41,0.32,4.95,28,145,49,1,2474.1101379435718,0,0,39,0,13,23,36,6848.295658584919,117.37695849601748,553.1882090002867,4011.318204674504
149,22.38396,114.18642,Sha Tin,450,Private room,1,1,1,1,14,0.11,4.79,28,364,39,1,2494.8934972974284,0,0,38,0,12,21,33,6843.606154759651,136.04767957836023,562.0685702435028,3979.378384178753
150,22.38177,114.18784,Sha Tin,350,Private room,1,1,2,1,39,0.34,4.92,28,242,43,1,2587.562558560556,0,0,45,8,16,21,37,7101.737756474852,127.565533306919,312.5754804586495,4144.241287524259
153,22.2901,114.19902,Eastern,217,Private room,1,1,1,0,1,0.01,4,30,364,4,1,199.82940862546576,1,0,114,4,29,66,95,3660.813941755083,177.527953774863,510.6188560667762,188.87672616710728
154,22.27886,114.17302,Wan Chai,230,Private room,1,1,1,0,0,0,0,30,363,5,1,410.65226689070727,1,0,161,13,51,318,369,4062.85067221115,314.1328085879771,278.194203221808,600.0869773930343
155,22.31305,114.1692,Yau Tsim Mong,248,Private room,1,1,1,0,1,0.01,4,31,364,2,1,1012.1174648090876,0,0,88,4,46,136,182,2459.2550823007364,167.70665225382243,1085.597258430944,142.09859886811904
156,22.28051,114.15085,Central & Western,180,Private room,2,1,1,0,1,0.01,3,30,364,3,1,1006.398927876918,0,0,41,3,25,261,286,3158.7342558516684,18.917056886066604,36.79120730344741,466.8597977936222
157,22.31898,114.16951,Yau Tsim Mong,977,Entire home/apt,6,2,3,1,195,1.48,4.61,1,249,35,1,618.8889332170602,0,0,137,18,71,216,287,2327.3306982324066,308.2399300801245,441.1286462514807,188.4168073691324
158,22.28351,114.19067,Wan Chai,160,Private room,1,1,1,0,0,0,0,30,292,7,1,187.51503104180273,1,0,69,3,19,77,96,4316.61780401425,226.989712148174,847.3644160617291,621.6316875614206
159,22.2826,114.15076,Central & Western,180,Private room,2,1,1,0,1,0.01,4,31,364,4,1,893.5145776861666,0,0,60,3,50,330,380,3236.9841045884486,48.97833219288053,187.9544994908053,415.2224856870561
