project_id,latitude,longitude,neighbourhood_cleansed,price,room_type,accommodates,bedrooms,beds,host_is_superhost,number_of_reviews,reviews_per_month,review_scores_rating,minimum_nights,availability_365,amenities_count,bathrooms,NEAR_DIST,House_Buffer_metro_500Join,House_Buffer_metro_100Join,House_Buffer_bus_500Join,House_Buffer_bus_100Join,count_shop_500m,count_rest_500m,count_commercial_500m,dist_to_beach,dist_to_park,dist_to_water,dist_to_tour
3085,22.3204845,114.1627462,Yau Tsim Mong,990,Private room,2,0,1,0,0,0,0,7,37,8,1,721.7248229721865,0,0,77,1,25,40,65,1618.3666169438736,165.2698249194915,433.1096303685589,532.0383199518021
3086,22.31793,114.16887,Yau Tsim Mong,924,Entire home/apt,8,3,6,0,24,0.7,4.71,28,275,29,1,724.8793364565341,0,0,133,18,71,216,287,2278.3388556695754,316.7146555449004,544.2542005374535,207.45049961304852
3087,22.3204845,114.1627462,Yau Tsim Mong,1078,Private room,2,0,1,0,0,0,0,7,45,9,1,721.7248229721865,0,0,77,1,25,40,65,1618.3666169438736,165.2698249194915,433.1096303685589,532.0383199518021
3090,22.2958686,114.1728713,Yau Tsim Mong,477,Entire home/apt,2,0,1,1,36,1.06,4.89,3,36,36,1,229.32903465742868,1,0,98,11,49,245,294,3878.16034344416,236.78891137539708,154.41647331995676,198.59407308058283
3091,22.31399,114.16878,Yau Tsim Mong,955,Entire home/apt,5,1,2,0,21,0.63,4.43,1,55,11,1,1103.2278225700106,0,0,97,2,56,159,215,2381.508336486888,89.00907861551725,979.1115248189762,216.88475716950492
3092,22.27946,114.18477,Wan Chai,855,Entire home/apt,4,2,2,1,13,0.6,4.77,28,281,32,1,799.9175898431059,0,0,131,18,50,243,293,3862.6943720487857,290.7949265834075,496.40297508151866,161.3809567579961
3093,22.29235,114.2004,Eastern,320,Private room,2,1,1,0,9,0.27,4.78,28,275,33,1,163.63417218019916,1,0,80,5,25,55,80,3467.2085302080045,109.46879072274947,574.4172262444366,305.90345443486905
3094,22.43932,114.06209,Yuen Long,2088,Entire home/apt,8,0,4,0,0,0,0,1,364,17,1.5,9244.366425880087,0,0,9,1,2,4,6,7996.31775199072,142.40801189768436,91.61876060029834,843.408847896462
3095,22.276809,114.1686271,Wan Chai,2000,Entire home/apt,2,2,3,1,13,0.43,5,28,166,43,1,901.5362795190122,0,0,109,3,34,222,256,4046.50823772204,105.06594549833866,93.82517803034756,979.2823529689674
3096,22.29957,114.17374,Yau Tsim Mong,1124,Private room,2,1,2,0,8,0.27,4.63,1,364,36,1,464.67166094903376,1,0,84,0,63,330,393,3657.536386226397,362.00524981466737,264.2960756266945,614.2304348293259
3097,22.29735187529363,114.17641705201795,Yau Tsim Mong,176,Shared room,1,1,1,0,95,2.9,4.72,1,340,21,1,241.94049001535447,1,0,76,2,39,260,299,4026.889102095464,121.0650887791219,190.17451991475247,421.1885777826836
3098,22.26993,114.18471,Wan Chai,1710,Entire home/apt,3,1,1,0,2,0.08,5,3,336,15,1.5,1555.988263134571,0,0,17,5,10,28,38,2811.2415044102804,23.319282249398743,396.0459507163927,1085.2350577865056
3099,22.30567,114.17298,Yau Tsim Mong,981,Entire home/apt,2,1,1,0,0,0,0,30,364,22,1,676.1715558606161,0,0,87,5,50,163,213,3185.7293097123124,510.075606345664,584.288595667622,329.08298985525744
3100,22.285688136861506,114.15069775971196,Central & Western,550,Entire home/apt,2,1,1,0,0,0,0,30,364,24,1,830.6130540591041,0,0,114,0,46,247,293,3384.806461013038,165.51288935928966,262.845111903456,180.3971973152601
3101,22.45349,114.22502,Tai Po,5000,Entire home/apt,6,2,2,0,0,0,0,1,363,36,2,4679.838599468732,0,0,0,0,0,1,1,424.38627237824176,1543.691738053042,1894.980290463008,3859.0835997124814
3103,22.32525,114.2161,Kwun Tong,452,Private room,2,1,1,1,59,1.8,4.95,2,42,31,1.5,3071.186964962228,0,0,64,4,17,23,40,3475.5937543380214,241.0984252280961,192.8172965937989,2729.6831298072443
3104,22.307873066472204,114.16594147682189,Yau Tsim Mong,207,Shared room,1,1,16,1,75,2.41,4.89,1,310,31,5,408.4923027395994,1,0,62,0,35,85,120,2452.3046987032217,79.82062533572052,627.1344419744242,442.2960349215351
3105,22.279,114.18,Wan Chai,1319,Entire home/apt,7,3,0,0,26,1.13,4.73,3,299,25,1,530.1669939037756,0,0,148,9,56,278,334,3876.436258156519,154.00542592003129,296.4443286072748,563.8327762746562
3106,22.367795,114.119476,Tsuen Wan,3143,Private room,6,0,1,0,0,0,0,1,364,10,1,684.6818694665832,0,0,88,1,25,40,65,3435.367921430671,56.00997729794182,290.3615016397744,3139.8497347582856
3107,22.2832789,114.1280492,Central & Western,272,Private room,1,1,1,0,5,0.16,4.2,30,270,16,2,229.97433697983388,1,0,51,8,28,88,116,1061.6066040847202,227.31206529937373,84.13406001514615,645.5695610112721
3108,22.28209,114.12744,Central & Western,223,Private room,1,1,1,0,2,0.1,5,28,268,18,1,136.3048467514664,1,0,49,6,26,86,112,971.9187881687892,110.87635794220918,136.003068024594,788.8145359705917
3109,22.28394,114.12709,Central & Western,310,Private room,1,1,1,0,1,0.41,3,5,328,17,1,328.754989823182,1,0,43,4,27,86,113,990.8957098915084,258.68415996625674,72.06282197853135,659.2623956526464
3110,22.284736575249944,114.12994865449993,Central & Western,273,Private room,1,1,1,0,1,0.04,5,28,54,18,1,421.048788856217,1,0,54,4,33,100,133,1297.6672068529028,34.59694603135921,321.7295869823964,402.3923082130173
3112,22.282485629099007,114.12869166138267,Central & Western,350,Private room,2,1,1,0,0,0,0,28,287,17,1,143.19291978960263,1,0,52,3,28,89,117,1106.463558111329,117.63219344068872,175.4514897763196,683.2092192432306
3113,22.28249417080876,114.12805188916836,Central & Western,280,Private room,1,1,1,0,1,0.04,4,5,274,17,1,144.55870986976723,1,0,51,9,28,87,115,1041.8430254608284,158.81781870022894,123.0466789118936,716.3042967531048
3114,22.28446711226175,114.12850992255846,Central & Western,315,Private room,1,1,1,0,0,0,0,30,325,16,1,359.2355866552183,1,0,51,5,29,89,118,1148.4329442326396,109.52751898482558,184.19385683507792,514.042994825497
3115,22.28251,114.13023,Central & Western,340,Private room,2,1,1,0,3,0.26,4.67,7,339,22,1,237.7886593747841,1,0,55,0,31,94,125,1263.183808380228,34.205231612471565,321.0788165180835,620.5097317423758
3116,22.282779282692168,114.12837963597455,Central & Western,290,Private room,1,1,1,0,0,0,0,5,213,11,1,172.09023264517865,1,0,52,8,28,88,116,1081.306805265287,162.41719955197394,131.61241414621338,671.469759492407
3117,22.28259,114.12964,Central & Western,340,Private room,2,1,1,0,2,0.36,3,28,336,11,1,199.1724633123233,1,0,56,1,29,92,121,1204.701862020568,73.20997754570266,260.29736154818534,631.4259114149329
3118,22.28336,114.12787,Central & Western,432,Private room,1,1,1,0,0,0,0,28,132,10,1,242.19466590867967,1,0,50,6,27,88,115,1046.3286830065636,245.27750971070583,65.92660535330266,650.0020764794758
3119,22.28209191781406,114.18422087207136,Wan Chai,300,Private room,2,1,1,0,0,0,0,180,364,3,1,793.4333569033123,0,0,95,4,43,194,237,4157.440463979217,191.7443423604859,381.4412850404198,349.85882809064583
3120,22.28463949491329,114.1287009190097,Central & Western,195,Private room,1,1,0,0,0,0,0,28,270,8,1,379.51235711881696,1,0,54,5,30,90,120,1173.7567320880862,82.3732564352347,211.6125648041592,486.682111018684
3121,22.28587084441436,114.13869751981996,Central & Western,816,Entire home/apt,3,1,1,0,20,0.62,4.35,1,339,33,1.5,390.08203073951387,2,0,55,2,38,119,157,2195.8050867427937,53.8979833456975,342.518500521762,739.3459191745904
3124,22.30172860462336,114.17237866690166,Yau Tsim Mong,300,Private room,2,1,1,0,2,0.07,4.5,3,265,39,1,656.8464058221946,0,0,82,7,56,272,328,3395.5180093147164,252.08635615660413,215.0652708224349,500.36824497175166
3125,22.31401859983115,114.1672576873912,Yau Tsim Mong,426,Private room,2,1,1,0,2,0.1,5,30,354,30,1.5,1085.4244966212955,0,0,92,0,47,124,171,2233.6634761496343,27.25070432546452,982.0401167059136,239.1227856719013
3126,22.27843,114.18287,Wan Chai,356,Private room,1,1,1,0,0,0,0,28,259,18,1,819.6724807935312,0,0,146,2,57,275,332,3767.5007406481136,219.3190680642362,426.9997122607829,379.6505268736779
3127,22.27971090800357,114.18087688333176,Wan Chai,380,Private room,1,1,1,0,0,0,0,28,357,16,1,574.6044191149365,0,0,145,10,55,278,333,3937.537552082036,203.7137292607371,214.7853715264989,481.1113046720602
3129,22.27692055743337,114.18345992323296,Wan Chai,450,Private room,1,1,1,0,0,0,0,28,342,40,1,954.630278072593,0,0,121,3,47,237,284,3594.4607178591896,49.09391135901875,601.1162409740937,419.8574818997387
3130,22.22887,113.93403,Islands,1635,Entire home/apt,6,3,3,0,25,0.88,4.96,2,257,22,2.5,6728.313615499565,0,0,5,0,0,0,0,167.42965654098052,139.51010437343848,1881.8497865238676,4082.550332333629
3131,22.2963405,114.2687451,Sai Kung,800,Private room,2,3,2,0,0,0,0,1,363,27,1.5,86.56397862815427,1,1,13,4,1,1,2,1537.5633611930384,208.4839618940092,524.7558818716129,5325.396446601782
3132,22.3109155,114.1710157,Yau Tsim Mong,417,Entire home/apt,4,1,2,0,3,0.24,3.33,2,322,6,1,868.3488793847299,0,0,90,15,37,123,160,2725.312452784442,56.68034131260632,1079.419541813906,309.1760509526701
3133,22.295503938936584,114.26807006972425,Sai Kung,3378,Entire home/apt,2,3,2,0,0,0,0,1,364,27,1.5,70.52264158477874,1,1,10,4,1,1,2,1478.711158631825,147.5882335223828,604.8529088162463,5284.161313649514
3134,22.3188457,114.1728403,Yau Tsim Mong,418,Private room,2,1,2,0,0,0,0,28,358,16,1,777.4510891784507,0,0,130,2,61,179,240,2670.0301699967604,110.99212068652146,636.0305952719409,194.69950645694124
3135,22.3188457,114.1728403,Yau Tsim Mong,380,Private room,2,1,1,0,2,0.07,5,28,283,40,1,777.4510891784507,0,0,130,2,61,179,240,2670.0301699967604,110.99212068652146,636.0305952719409,194.69950645694124
3137,22.323672833374182,114.17162996901092,Yau Tsim Mong,430,Entire home/apt,2,1,2,0,3,0.21,4.33,1,353,11,1.5,353.6597418619283,1,0,118,3,43,108,151,2543.562148398174,284.33885503103573,346.9731187813667,151.4774547758932
3139,22.28833,114.2103,Eastern,210,Entire home/apt,2,1,1,0,0,0,0,29,180,8,1,743.2616191914974,0,0,49,6,13,41,54,2627.723677986937,257.68781346481563,247.77595070948587,1340.935439412125
3140,22.2868828,114.1498711,Central & Western,568,Entire home/apt,3,3,2,1,18,0.73,4.83,2,43,46,1.5,762.0080963666627,0,0,102,2,33,142,175,3342.180723663233,202.46772599080344,240.37062754727896,278.67775326082585
3141,22.32489,114.16585,Yau Tsim Mong,484,Entire home/apt,1,1,1,1,162,5.08,4.94,1,130,46,1,257.14599308924966,1,0,102,7,39,115,154,1960.3053199512967,286.19400734680164,347.4011474182058,77.8756114670184
3144,22.29734153354407,114.17074585006424,Yau Tsim Mong,446,Private room,2,1,1,0,0,0,0,1,362,14,1,487.4582197596204,1,0,88,0,57,256,313,3609.582824188797,164.622980772538,151.51700058157132,243.7315712295931
3145,22.299031322455967,114.17455941438676,Yau Tsim Mong,640,Private room,3,1,1,0,17,0.52,4.59,1,22,28,1,387.8984548559273,1,0,86,0,62,340,402,3760.356418398654,319.29082854011176,173.83488554082248,583.1014895727179
3147,22.28683622977819,114.14751300984474,Central & Western,579,Entire home/apt,2,1,1,1,9,0.46,4.89,4,108,34,1,525.380689121926,0,0,75,3,30,108,138,3103.5920831144786,54.0696897366155,83.3941943732347,512.830876049409
3149,22.3185673,114.1796057,Kowloon City,250,Private room,2,0,1,0,0,0,0,29,364,4,1,847.2205426029548,0,0,61,0,5,7,12,3366.7361107464635,21.57919700037377,1248.189588022462,845.3556468596594
3151,22.313288,114.171191,Yau Tsim Mong,130,Private room,1,1,4,0,0,0,0,29,364,6,1,1108.3620319304243,0,0,90,12,45,149,194,2641.5443672274014,253.5268150846439,1094.7917746442688,327.1560530380467
3152,22.29001,114.19819,Eastern,150,Private room,2,1,1,0,0,0,0,29,144,10,1,282.2878686807868,1,0,110,10,34,74,108,3746.1541406461415,114.16559568878024,465.771021123227,148.0168284032125
3153,22.312813757176336,114.17102228043316,Yau Tsim Mong,130,Private room,1,1,1,0,0,0,0,29,179,9,1,1053.4710577758826,0,0,92,10,42,136,178,2643.5493423851062,206.28257577801412,1141.2721595384385,292.76444755567513
3154,22.312583150237113,114.17233745668612,Yau Tsim Mong,160,Private room,1,1,1,0,0,0,0,29,364,6,1,1097.1599625642,0,0,82,0,34,125,159,2779.321666175196,160.29079914005968,1204.8593631211622,420.5649243956902
3155,22.31209853245506,114.17076929195964,Yau Tsim Mong,160,Private room,2,1,1,0,0,0,0,29,363,6,1,970.8460799220856,0,0,84,11,35,123,158,2648.8951170091605,140.1951035461803,1207.720542658279,255.3611820747711
3157,22.29955,114.17415,Yau Tsim Mong,220,Private room,2,0,1,0,0,0,0,29,180,4,1,451.82361230319066,1,0,85,0,63,337,400,3690.834043977902,389.2763653589518,222.64979531271024,625.6293924096634
3158,22.29722,114.17475,Yau Tsim Mong,275,Private room,4,1,1,0,0,0,0,29,363,8,1,186.68259034892117,1,0,87,1,51,302,353,3909.515654276509,143.706677692391,252.03647167280192,381.6195903814005
3159,22.299193652246583,114.17326950529284,Yau Tsim Mong,275,Private room,4,1,1,0,0,0,0,30,363,4,1,443.0751203505277,1,0,90,0,64,316,380,3649.159832556022,330.79957409940505,275.5283473627836,552.9649079551109
3160,22.29935,114.17335,Yau Tsim Mong,160,Private room,1,1,1,0,1,0.08,2,29,363,9,2,455.5560863353391,1,0,90,0,64,320,384,3643.693607644372,331.6132032550562,287.4607156413165,571.717372730507
3161,22.297226543688527,114.17104781378865,Yau Tsim Mong,160,Private room,1,1,1,0,0,0,0,29,179,3,1,453.8517426880808,1,0,92,0,57,261,318,3640.02619267061,158.64708067434492,169.02529237181793,244.47971001506
3162,22.316061,114.168143,Yau Tsim Mong,250,Private room,1,3,3,0,0,0,0,2,309,11,1,929.6176381755582,0,0,137,2,63,183,246,2249.495110439962,115.11146123816816,749.3717774545685,331.4276473127901
3163,22.2827683,114.1488165,Central & Western,1400,Entire home/apt,3,2,2,1,0,0,0,28,89,55,1,701.4440115498547,0,0,40,6,33,203,236,3063.141513269501,25.74138342323268,306.9518978738401,516.6544282973663
3164,22.32724649012765,114.16223314453744,Sham Shui Po,180,Private room,1,1,1,0,0,0,0,29,364,8,2,697.4676610865092,0,0,101,6,32,120,152,1643.8229069320964,242.16812784509352,311.2888493885555,329.0465953083116
3165,22.43955652802299,114.09025953330122,Yuen Long,860,Entire home/apt,4,2,2,1,73,2.33,4.97,1,301,57,1,7814.7938657325985,0,0,6,0,0,0,0,7397.89764510193,1303.7394521138276,581.938791620449,2060.8863396470115
3167,22.32403,114.1676,Yau Tsim Mong,160,Private room,2,1,1,0,0,0,0,30,364,7,1,86.24409215096844,1,1,109,6,45,125,170,2132.82898834814,155.35007576474945,156.24393425387137,257.2539002715092
3168,22.32609,114.16718,Yau Tsim Mong,160,Private room,2,1,1,0,1,0.04,4,29,363,12,1.5,214.8172837735068,1,0,90,10,33,112,145,2113.602031500536,125.6174119323682,382.4280797704404,259.5382747146613
3169,22.290009305339847,114.21040239437735,Eastern,160,Private room,2,1,1,0,0,0,0,29,179,7,1,852.1351331101282,0,0,49,2,9,34,43,2545.1449834053465,124.51773583187362,407.0790992949215,1318.969685308717
3170,22.2907,114.1954,Eastern,145,Private room,1,1,1,0,0,0,0,29,363,12,1,408.44948552287775,1,0,64,11,27,68,95,4008.676064795208,178.64899756181603,173.6214719753102,242.28493365574528
3171,22.2785,114.18563,Wan Chai,220,Private room,1,1,1,0,1,0.04,3,29,179,6,1,771.222472571796,0,0,129,4,49,222,271,3751.566950002151,192.0923679803099,627.3920572501836,142.76545856043822
3172,22.27998,114.18479,Wan Chai,140,Private room,1,1,1,0,1,0.06,5,29,363,8,1,777.318792616738,0,0,133,27,50,243,293,3920.012773214394,347.9478561249286,473.1711743979316,163.51394196573912
3173,22.28216,114.15682,Central & Western,180,Private room,1,1,1,0,0,0,0,29,363,7,1,1505.4063381807316,0,0,152,9,36,319,355,3799.528806539581,198.0848014931761,271.3507210847559,209.48150082783485
3174,22.329380431858453,114.15931957685046,Sham Shui Po,229,Private room,1,1,1,0,0,0,0,31,363,6,1,752.4469208761011,0,0,98,3,29,151,180,1456.0755115046852,258.7835553504081,244.9486945639233,286.4194366940511
3175,22.279678,114.181604,Wan Chai,1225,Entire home/apt,5,2,4,1,129,4.08,4.8,2,86,46,1,646.1073317880945,0,0,147,19,59,279,338,3922.06270364197,238.2451027397865,241.46023180831625,486.8107750228484
3176,22.28432732355328,114.13066547841908,Central & Western,130,Private room,2,1,1,0,0,0,0,29,363,6,1,416.4342698106988,1,0,58,7,33,102,135,1353.10071532631,77.56940069206466,371.4543094417961,414.7986620373856
3178,22.299740960606833,114.17611757478944,Yau Tsim Mong,160,Private room,2,0,1,0,0,0,0,29,269,6,1,475.2372009145413,1,0,72,5,45,254,299,3833.1572034958767,370.7875065225125,76.35432328009882,669.7229584791299
3179,22.327437126782847,114.16108573732372,Sham Shui Po,130,Private room,1,1,1,0,0,0,0,31,179,7,1,813.4778664954237,0,0,98,4,31,145,176,1537.2845278848797,128.83751992225476,232.79529951875872,323.8341353555453
3181,22.27792073576837,114.17454349510868,Wan Chai,130,Private room,1,1,1,0,0,0,0,31,179,7,1,425.5975594669976,1,0,166,22,61,335,396,3910.5849799435623,188.1753470924864,290.27545036342485,703.0364544160158
3182,22.27644,114.17963,Wan Chai,194,Private room,2,1,1,0,1,0.03,5,29,283,6,1,702.1946663829323,0,0,116,10,45,218,263,3606.890247458861,116.40819450653017,373.019300898926,774.5466194
3183,22.286710570983544,114.13489068649764,Central & Western,150,Private room,1,1,1,0,0,0,0,31,363,7,1,309.41525626712826,1,0,42,3,29,73,102,1851.3352538042225,370.9432465129979,565.593034938325,338.7593024625913
3184,22.28407,114.1505,Central & Western,130,Private room,2,1,1,0,0,0,0,31,363,4,1,823.7438052300519,0,0,90,4,50,305,355,3282.5466338159613,21.894740542690307,315.2685305231947,292.3070230074273
3186,22.29994,114.1716,Yau Tsim Mong,2500,Private room,10,5,5,0,2,0.07,3,1,90,14,5,602.6133088553532,0,0,82,4,67,318,385,3466.713974581959,139.99215483067016,107.8113781360044,544.495929843497
3187,22.295292545127765,114.17165250039106,Yau Tsim Mong,299,Entire home/apt,2,1,1,0,13,0.45,4.62,14,128,17,1,353.6312065656783,1,0,84,14,46,205,251,3840.882069340747,127.91670792069512,47.63366828622054,120.74166670911264
3188,22.277501344965835,114.1844090111674,Wan Chai,320,Private room,2,1,1,0,26,0.84,4.23,1,351,9,1,937.2432287951528,0,0,131,5,52,231,283,3649.1531188614144,98.76725018003746,605.4781115777612,306.28839272524056
3189,22.29158,114.19723,Eastern,450,Private room,1,1,1,1,0,0,0,60,171,18,1,370.5844128408202,1,0,73,1,31,70,101,3804.203742320435,160.08184232470936,377.3342032010388,58.02092845904916
3190,22.28968687268173,114.19338773244776,Eastern,183,Private room,1,1,1,0,0,0,0,29,363,4,1,235.2942182404032,1,0,56,1,25,71,96,4235.536657876551,124.33172540998147,108.48575069442607,474.6629906476736
3191,22.2882211721716,114.19987698342064,Eastern,206,Private room,1,1,1,0,0,0,0,29,179,10,1,311.06178980265133,1,0,91,3,25,49,74,3633.919583783485,111.91460005531768,303.21507830961383,405.6975440355048
3192,22.278565922097304,114.1808578188152,Wan Chai,252,Entire home/apt,2,1,2,0,0,0,0,29,179,6,1,630.5292660783606,0,0,146,12,57,286,343,3812.944230924223,157.2987176071394,340.42057608463307,575.4885029639553
3193,22.289912374502787,114.20012294676808,Eastern,194,Private room,2,1,1,0,1,0.03,3,29,179,11,1,128.08215730056156,1,0,107,1,27,60,87,3556.226951938186,120.35217135590864,405.8639889161083,293.06965340141045
3194,22.284309742914488,114.14154688106476,Central & Western,210,Private room,1,1,1,0,0,0,0,29,363,5,1,168.11912169939643,1,0,55,3,27,90,117,2446.330625722639,192.5429337127872,338.14500930006966,1074.3152466211077
3195,22.280006219092908,114.18245195704064,Wan Chai,230,Private room,2,1,1,0,0,0,0,29,179,7,1,719.2824820779664,0,0,144,15,58,275,333,3946.0265247045854,271.7590052886728,265.5082199911574,401.7230877438767
3197,22.28770991012085,114.13743534679548,Central & Western,200,Private room,1,1,1,0,0,0,0,31,179,7,1,458.78175928100256,1,0,51,7,33,85,118,2135.841404929039,245.40071310973804,553.9988194489772,574.5790247282508
3199,22.3201073525984,114.16205718806172,Yau Tsim Mong,130,Private room,1,1,1,0,0,0,0,31,179,7,1,803.5258854238169,0,0,68,1,23,39,62,1550.7048235732684,171.70800322535928,434.30825467715647,603.250120495032
3200,22.277506935858938,114.1713272002392,Wan Chai,130,Private room,1,1,1,0,0,0,0,31,179,8,1,639.4301885111324,0,0,129,13,45,274,319,3992.203413188984,163.9684593519468,324.3533698473651,786.7872844261636
3201,22.27853,114.17789,Wan Chai,130,Private room,1,1,1,0,0,0,0,31,179,7,1,409.87016669142497,1,0,168,13,51,248,299,3873.939300579435,155.74591395838735,264.6795366813925,675.8352091011706
3202,22.29665,114.17276,Yau Tsim Mong,180,Private room,1,1,1,0,0,0,0,29,363,7,1,267.0332609336456,1,0,100,4,53,276,329,3807.6430018623946,241.5619975861377,218.53171389984368,275.5256493054295
3203,22.28372,114.12887,Central & Western,130,Private room,1,1,1,0,0,0,0,31,363,6,1,280.8147967561792,1,0,56,4,31,90,121,1156.4785911913807,170.86216735795537,174.88519327914236,556.5728401811074
3204,22.30918,114.17224,Yau Tsim Mong,180,Private room,1,1,1,0,0,0,0,31,179,7,1,798.3278801318916,0,0,83,2,37,128,165,2923.608298941536,201.2334782346732,912.9455232062138,322.82151688960164
3205,22.28188,114.1281,Central & Western,149,Private room,1,1,1,0,0,0,0,31,179,6,1,78.08551676468201,1,1,51,9,28,87,115,1035.9333251588905,97.01236347137096,181.13529481943465,771.5705924267855
3206,22.278143245163747,114.18258439822672,Wan Chai,230,Private room,2,1,1,0,0,0,0,31,179,7,1,807.813044546973,0,0,143,4,59,271,330,3739.6793543557833,197.81856381070088,438.8993209069717,418.7009799268991
3208,22.27995,114.15238,Central & Western,130,Private room,1,1,1,0,0,0,0,29,363,5,1,1172.9967656025003,0,0,34,0,32,282,314,3287.470016714044,143.29254786634513,165.79777643268355,323.0858628027215
3209,22.324818778216176,114.16088842613568,Yau Tsim Mong,130,Private room,1,1,1,0,0,0,0,31,363,6,1,764.8199043859295,0,0,52,0,21,46,67,1451.7451201094052,136.76777229650196,138.1149210648953,434.7442427048156
3210,22.31015,114.19029,Kowloon City,250,Private room,1,1,1,0,0,0,0,31,363,8,1,803.2512192205702,0,0,49,0,16,40,56,4623.280146847063,236.3592839154097,228.85835229305297,545.8621153851022
3211,22.31109,114.19006,Kowloon City,250,Private room,1,1,1,0,0,0,0,31,363,7,1,697.4085612871379,0,0,61,2,12,29,41,4573.44482944916,195.4628178781129,303.76893158879585,459.9960194512977
3212,22.27787,114.17877,Wan Chai,130,Private room,1,1,1,0,0,0,0,31,179,8,1,522.1096647697519,0,0,139,12,50,246,296,3781.146861555648,99.57311606274376,363.7289565067862,712.3789811093619
3214,22.2844973785275,114.15370509276188,Central & Western,149,Private room,1,1,1,0,0,0,0,31,363,6,1,1144.777036580971,0,0,143,2,54,386,440,3600.3415509542137,61.66823023312765,108.07132814238769,214.96218365711536
3215,22.312976416560257,114.16933066588749,Yau Tsim Mong,130,Private room,2,1,1,0,0,0,0,29,179,7,0,1007.9349724098972,0,0,89,4,45,132,177,2474.7909907260523,157.39028945683015,1094.8334999075448,145.67183962860568
3216,22.32173108531052,114.16085859052154,Yau Tsim Mong,149,Private room,2,1,1,0,0,0,0,29,179,6,1,824.0167363101936,0,0,60,0,19,31,50,1421.5292812907164,105.07101455693002,223.11927556464505,551.30856339543
3217,22.32758,114.16933,Sham Shui Po,130,Private room,1,1,1,0,0,0,0,29,363,6,1,361.93122213328434,1,0,86,0,29,89,118,2361.917527054971,198.18797792339848,535.4752698461662,272.91997049373583
3218,22.28094665965896,114.18273511190608,Wan Chai,200,Private room,2,1,1,0,0,0,0,29,179,7,1,729.843749400188,0,0,124,11,54,249,303,4045.8693238718174,253.29606413981415,237.1232537373937,398.5122343987368
3219,22.2765,114.18211,Wan Chai,130,Private room,1,1,1,0,0,0,0,31,179,7,1,870.874664699329,0,0,118,5,46,234,280,3566.30828800327,63.88087521294587,589.9680368813849,554.8017319982645
3220,22.327571036838165,114.16724937327214,Sham Shui Po,130,Private room,1,1,1,0,0,0,0,29,363,9,1,361.716488940982,1,0,90,3,35,111,146,2152.6711596960613,46.43792222929568,538.5446028541456,298.08564877324204
3221,22.32019,114.16033,Yau Tsim Mong,180,Entire home/apt,2,1,1,0,0,0,0,29,365,6,1,947.3953683944447,0,0,67,1,19,39,58,1372.668893918364,123.48337828925592,387.0162506170517,705.7525571606559
3222,22.279083629033472,114.18332431782312,Wan Chai,250,Entire home/apt,2,0,1,0,0,0,0,29,364,4,1,835.2016687637055,0,0,149,3,54,272,326,3834.0948892196734,286.6192007488246,401.0830249579837,314.99238109139884
3224,22.29320884464104,114.20146438066224,Eastern,230,Private room,2,1,1,0,0,0,0,29,363,4,1,264.97497458582575,1,0,77,13,19,44,63,3342.177322934148,92.72555563252212,609.3272824291148,446.42906869375855
3225,22.31073,114.18806,Kowloon City,250,Private room,2,1,1,0,0,0,0,29,364,7,1,692.8134132923557,0,0,80,7,18,38,56,4384.702461370308,206.04798488633668,431.3738393477273,612.7712431376166
3227,22.3225,114.16997,Yau Tsim Mong,180,Private room,2,1,1,0,0,0,0,29,363,7,1,276.3953192333704,1,0,135,0,55,156,211,2363.0201240604056,167.79530257843135,166.9045041468953,54.45101824041468
3228,22.27714,114.17916,Wan Chai,160,Private room,1,1,1,0,0,0,0,29,363,9,1,610.9682998705632,0,0,125,2,50,235,285,3693.245996017084,78.49650555784103,352.6230891839753,781.3170267598318
3230,22.28264,114.13006,Central & Western,130,Private room,2,1,1,0,0,0,0,31,363,11,1,233.40442598373585,1,0,54,0,31,92,123,1248.2904103565418,31.89358280479301,300.4264648226293,611.7600657498052
3231,22.31018,114.18956,Kowloon City,250,Private room,1,1,1,0,0,0,0,29,364,8,1,777.7659201237742,0,0,65,0,17,41,58,4549.969677978382,290.1180665878473,300.5984311046891,573.1685775034113
3232,22.28014,114.15465,Central & Western,300,Private room,2,1,1,0,0,0,0,30,363,10,1,1369.3266507276264,0,0,80,6,40,315,355,3516.75404914456,206.4099754623113,304.2394599040727,106.86100172723948
3234,22.276608832011828,114.18261072464932,Wan Chai,200,Private room,2,1,1,0,0,0,0,29,363,7,2,903.2581935795087,0,0,127,8,42,235,277,3570.899277678959,37.384916004486605,594.7625805679276,507.390512459636
3235,22.31978,114.16089,Yau Tsim Mong,130,Private room,2,1,1,0,0,0,0,29,364,6,1,922.5294427685518,0,0,68,1,19,38,57,1434.95823188671,188.5676614480804,436.2528595726266,701.8567541847724
3236,22.319784713620265,114.16110377742656,Yau Tsim Mong,130,Private room,2,1,1,0,0,0,0,29,364,6,1,904.0844699882449,0,0,69,1,19,39,58,1456.7578479612782,200.04994741754004,439.195940872822,688.0200773515123
3237,22.31369020172702,114.17115538985384,Yau Tsim Mong,217,Entire home/apt,2,1,1,0,0,0,0,29,363,4,1,1147.2937292355218,0,0,89,16,48,155,203,2623.325335700863,226.08921450744484,1050.8957691262806,344.5305864411954
3238,22.286106039430347,114.147332974569,Central & Western,130,Private room,2,1,1,0,0,0,0,29,363,8,1,489.0658800094808,1,0,84,4,33,108,141,3068.696922458634,36.24891312072086,37.26874780576095,523.448800769154
